                                          
Дата        Время     П1  В1  Y1  Y2  Y4    TEN   T1    T2    T3      T4    T5    Mode  Филь  V_In_Summ   Q_Summ        
2026:08:04  17:31:21  1   1   0   1   0     97    19    19    19.76   19    -5    3     0     0           0.0           
2026:08:04  17:31:24  1   1   0   1   0     97    19    19    19.75   19    -5    3     0     0           0.0           
2026:08:04  17:31:27  1   1   0   1   0     97    19    19    19.73   19    -5    3     0     0           0.0           
2026:08:04  17:31:30  1   1   0   1   0     97    19    19    19.71   19    -5    3     0     0           0.0           
2026:08:04  17:31:33  1   1   0   1   0     97    19    19    19.69   19    -5    3     0     0           0.0           
2026:08:04  17:31:36  1   1   0   1   0     97    19    19    19.67   19    -5    3     0     0           0.0           
2026:08:04  17:31:39  1   1   0   1   0     97    19    19    19.65   19    -5    3     0     0           0.0           
2026:08:04  17:31:42  1   1   0   1   0     97    19    19    19.63   19    -5    3     0     0           0.0           
2026:08:04  17:31:45  1   1   0   1   0     97    19    19    19.61   19    -5    3     0     0           0.0           
2026:08:04  17:31:48  1   1   0   1   0     97    19    19    19.6    19    -5    3     0     0           0.0           
2026:08:04  17:31:51  1   1   0   1   0     97    19    19    19.58   19    -5    3     0     0           0.0           
2026:08:04  17:31:54  1   1   0   1   0     97    19    19    19.56   19    -5    3     0     0           0.0           
2026:08:04  17:31:57  1   1   0   1   0     97    19    19    19.54   19    -5    3     0     0           0.0           
2026:08:04  17:32:00  1   1   0   1   0     97    19    19    19.52   19    -5    3     0     0           0.0           
2026:08:04  17:32:03  1   1   0   1   0     97    19    19    19.5    19    -5    3     0     0           0.0           
2026:08:04  17:32:06  1   1   0   1   0     97    19    19    19.49   19    -5    3     0     0           0.0           
2026:08:04  17:32:09  1   1   0   1   0     97    19    19    19.47   19    -5    3     0     0           0.0           
2026:08:04  17:32:12  1   1   0   1   0     97    19    19    19.45   19    -5    3     0     0           0.0           
2026:08:04  17:32:15  1   1   0   1   0     97    19    19    19.43   19    -5    3     0     0           0.0           
2026:08:04  17:32:18  1   1   0   1   0     97    19    19    19.41   19    -5    3     0     0           0.0           
2026:08:04  17:32:21  1   1   0   1   4369  4369  19    19    19.4    19    -5    3     0     0           0.0           
2026:08:04  17:32:24  1   1   0   1   0     97    19    19    19.38   19    -5    3     0     0           0.0           
2026:08:04  17:32:27  1   1   0   1   0     97    19    19    19.36   19    -5    3     0     0           0.0           
2026:08:04  17:32:30  1   1   0   1   0     97    19    19    19.34   19    -5    3     0     0           0.0           
2026:08:04  17:32:33  1   1   0   1   0     97    19    19    19.33   19    -5    3     0     0           0.0           
2026:08:04  17:32:36  1   1   0   1   0     97    19    19    19.31   19    -5    3     0     0           0.0           
2026:08:04  17:32:39  1   1   0   1   0     97    19    19    19.29   19    -5    3     0     0           0.0           
2026:08:04  17:32:42  1   1   0   1   0     97    19    19    19.27   19    -5    3     0     0           0.0           
2026:08:04  17:32:45  1   1   0   1   0     97    19    19    19.26   19    -5    3     0     0           0.0           
2026:08:04  17:32:48  1   1   0   1   0     97    19    19    19.24   19    -5    3     0     0           0.0           
2026:08:04  17:32:51  1   1   0   1   0     97    19    19    19.22   19    -5    3     0     0           0.0           
2026:08:04  17:32:54  1   1   0   1   0     97    19    19    19.2    19    -5    3     0     0           0.0           
2026:08:04  17:32:57  1   1   0   1   0     97    19    19    19.19   19    -5    3     0     0           0.0           
2026:08:04  17:33:00  1   1   0   1   0     97    19    19    19.17   19    -5    3     0     0           0.0           
2026:08:04  17:33:03  1   1   0   1   0     97    19    19    19.15   19    -5    3     0     0           0.0           
2026:08:04  17:33:06  1   1   0   1   0     97    19    19    19.14   19    -5    3     0     0           0.0           
2026:08:04  17:33:09  1   1   0   1   0     97    19    19    19.12   19    -5    3     0     0           0.0           
2026:08:04  17:33:12  1   1   0   1   0     97    19    19    19.1    19    -5    3     0     0           0.0           
2026:08:04  17:33:15  1   1   0   1   0     97    19    19    19.09   19    -5    3     0     0           0.0           
2026:08:04  17:33:18  1   1   0   1   0     97    19    19    19.07   19    -5    3     0     0           0.0           
2026:08:04  17:33:21  1   1   0   1   0     97    19    19    19.05   19    -5    3     0     0           0.0           
2026:08:04  17:33:24  1   1   0   1   0     97    19    19    19.04   19    -5    3     0     0           0.0           
2026:08:04  17:33:27  1   1   0   1   0     97    19    19    19.02   19    -5    3     0     0           0.0           
2026:08:04  17:33:30  1   1   0   1   0     97    19    19    19.01   19    -5    3     0     0           0.0           
2026:08:04  17:33:33  1   1   0   1   0     97    19    19    18.99   19    -5    3     0     0           0.0           
2026:08:04  17:33:36  1   1   0   1   0     97    18    18    18.97   18    -5    3     0     0           0.0           
2026:08:04  17:33:39  1   1   0   1   0     97    18    18    18.95   18    -5    3     0     0           0.0           
2026:08:04  17:33:42  1   1   0   1   0     97    18    18    18.93   18    -5    3     0     0           0.0           
2026:08:04  17:33:45  1   1   0   1   0     97    18    18    18.91   18    -5    3     0     0           0.0           
2026:08:04  17:33:48  1   1   0   1   0     97    18    18    18.89   18    -5    3     0     0           0.0           
2026:08:04  17:33:51  1   1   0   1   0     97    18    18    18.87   18    -5    3     0     0           0.0           
2026:08:04  17:33:54  1   1   0   1   0     97    18    18    18.86   18    -5    3     0     0           0.0           
2026:08:04  17:33:58  1   1   0   1   0     97    18    18    18.84   18    -5    3     0     0           0.0           
2026:08:04  17:34:01  1   1   0   1   0     97    18    18    18.82   18    -5    3     0     0           0.0           
2026:08:04  17:34:04  1   1   0   1   0     97    18    18    18.8    18    -5    3     0     0           0.0           
2026:08:04  17:34:07  1   1   0   1   0     97    18    18    18.78   18    -5    3     0     0           0.0           
2026:08:04  17:34:10  1   1   0   1   0     97    18    18    18.76   18    -5    3     0     0           0.0           
2026:08:04  17:34:13  1   1   0   1   0     97    18    18    18.74   18    -5    3     0     0           0.0           
2026:08:04  17:34:16  1   1   0   1   0     97    18    18    18.73   18    -5    3     0     0           0.0           
2026:08:04  17:34:19  1   1   0   1   0     97    18    18    18.71   18    -5    3     0     0           0.0           
2026:08:04  17:34:22  1   1   0   1   0     97    18    18    18.69   18    -5    3     0     0           0.0           
2026:08:04  17:34:25  1   1   0   1   0     97    18    18    18.67   18    -5    3     0     0           0.0           
2026:08:04  17:34:28  1   1   0   1   0     97    18    18    18.65   18    -5    3     0     0           0.0           
2026:08:04  17:34:31  1   1   0   1   0     97    18    18    18.63   18    -5    3     0     0           0.0           
2026:08:04  17:34:34  1   1   0   1   0     97    18    18    18.62   18    -5    3     0     0           0.0           
2026:08:04  17:34:37  1   1   0   1   0     97    18    18    18.6    18    -5    3     0     0           0.0           
2026:08:04  17:34:40  1   1   0   1   0     97    18    18    18.58   18    -5    3     0     0           0.0           
2026:08:04  17:34:43  1   1   0   1   0     97    18    18    18.56   18    -5    3     0     0           0.0           
2026:08:04  17:34:46  1   1   0   1   0     97    18    18    18.55   18    -5    3     0     0           0.0           
2026:08:04  17:34:49  1   1   0   1   0     97    18    18    18.53   18    -5    3     0     0           0.0           
2026:08:04  17:34:52  1   1   0   1   0     97    18    18    18.51   18    -5    3     0     0           0.0           
2026:08:04  17:34:55  1   1   0   1   0     97    18    18    18.49   18    -5    3     0     0           0.0           
2026:08:04  17:34:58  1   1   0   1   0     97    18    18    18.48   18    -5    3     0     0           0.0           
2026:08:04  17:35:01  1   1   0   1   0     97    18    18    18.46   18    -5    3     0     0           0.0           
2026:08:04  17:35:04  1   1   0   1   0     97    18    18    18.44   18    -5    3     0     0           0.0           
2026:08:04  17:35:07  1   1   0   1   0     97    18    18    18.42   18    -5    3     0     0           0.0           
2026:08:04  17:35:10  1   1   0   1   0     97    18    18    18.41   18    -5    3     0     0           0.0           
2026:08:04  17:35:13  1   1   0   1   0     97    18    18    18.39   18    -5    3     0     0           0.0           
2026:08:04  17:35:16  1   1   0   1   0     97    18    18    18.37   18    -5    3     0     0           0.0           
2026:08:04  17:35:19  1   1   0   1   0     97    18    18    18.36   18    -5    3     0     0           0.0           
2026:08:04  17:35:22  1   1   0   1   0     97    18    18    18.34   18    -5    3     0     0           0.0           
2026:08:04  17:35:25  1   1   0   1   0     97    18    18    18.32   18    -5    3     0     0           0.0           
2026:08:04  17:35:28  1   1   0   1   0     97    18    18    18.31   18    -5    3     0     0           0.0           
2026:08:04  17:35:31  1   1   0   1   0     97    18    18    18.29   18    -5    3     0     0           0.0           
2026:08:04  17:35:34  1   1   0   1   0     97    18    18    18.27   18    -5    3     0     0           0.0           
2026:08:04  17:35:37  1   1   0   1   0     97    18    18    18.26   18    -5    3     0     0           0.0           
2026:08:04  17:35:40  1   1   0   1   0     97    18    18    18.24   18    -5    3     0     0           0.0           
2026:08:04  17:35:43  1   1   0   1   0     97    18    18    18.22   18    -5    3     0     0           0.0           
2026:08:04  17:35:46  1   1   0   1   0     97    18    18    18.21   18    -5    3     0     0           0.0           
2026:08:04  17:35:49  1   1   0   1   0     97    18    18    18.19   18    -5    3     0     0           0.0           
2026:08:04  17:35:52  1   1   0   1   0     97    18    18    18.17   18    -5    3     0     0           0.0           
2026:08:04  17:35:55  1   1   0   1   0     97    18    18    18.16   18    -5    3     0     0           0.0           
2026:08:04  17:35:58  1   1   0   1   0     97    18    18    18.14   18    -5    3     0     0           0.0           
                                          
Дата        Время     П1  В1  Y1  Y2  Y4    TEN   T1    T2    T3      T4    T5    Mode  Филь  V_In_Summ   Q_Summ        
                                       %     %    °C    °C    °C      °C    °C          тр    м3          Дж            
                                                      
2026:08:04  17:37:06  0   0   0   0   0     0     22    22    21.98   22    -5    0     0     0           0             
2026:08:04  17:37:09  0   0   0   0   0     97    21    21    21.96   21    -5    3     0     0           0             
2026:08:04  17:37:12  0   0   0   0   0     97    21    21    21.94   21    -5    3     0     0           0             
2026:08:04  17:37:15  0   0   1   1   0     97    21    21    21.92   21    -5    3     0     0           0             
2026:08:04  17:37:18  0   0   1   1   0     97    21    21    21.9    21    -5    3     0     0           0             
2026:08:04  17:37:21  0   0   1   1   0     97    21    21    21.88   21    -5    3     0     0           0             
2026:08:04  17:37:24  0   0   1   1   0     97    21    21    21.86   21    -5    3     0     0           0             
2026:08:04  17:37:27  0   0   1   1   0     97    21    21    21.83   21    -5    3     0     0           0             
2026:08:04  17:37:30  0   0   1   1   0     97    21    21    21.81   21    -5    3     0     0           0             
2026:08:04  17:37:33  0   0   1   1   0     97    21    21    21.79   21    -5    3     0     0           0             
2026:08:04  17:37:36  0   0   1   1   0     97    21    21    21.77   21    -5    3     0     0           0             
2026:08:04  17:37:39  1   0   1   1   0     97    20    20    21.75   21    -5    3     0     1.5         0.0           
2026:08:04  17:37:42  1   0   1   1   0     97    19    19    21.72   21    -5    3     0     3.0         0.0           
                                          
Дата        Время     П1  В1  Y1  Y2  Y4    TEN   T1    T2    T3      T4    T5    Mode  Филь  V_In_Summ   Q_Summ        
                                       %     %    °C    °C    °C      °C    °C          тр    м3          Дж            
                                                      
2026:08:04  17:49:03  0   0   0   0   0     0     22    22    21.98   22    -5    0     0     0           0             
2026:08:04  17:49:06  0   0   0   0   0     0     21    21    21.96   21    -5    3     0     0           0             
2026:08:04  17:49:09  0   0   0   0   0     0     21    21    21.94   21    -5    3     0     0           0             
2026:08:04  17:49:12  0   0   0   0   0     0     21    21    21.92   21    -5    3     0     0           0             
2026:08:04  17:49:15  0   0   1   1   0     0     21    21    21.9    21    -5    3     0     0           0             
2026:08:04  17:49:18  0   0   1   1   0     0     21    21    21.88   21    -5    3     0     0           0             
2026:08:04  17:49:21  0   0   1   1   0     0     21    21    21.86   21    -5    3     0     0           0             
2026:08:04  17:49:24  0   0   1   1   0     0     21    21    21.83   21    -5    3     0     0           0             
2026:08:04  17:49:27  0   0   1   1   0     0     21    21    21.81   21    -5    3     0     0           0             
2026:08:04  17:49:30  0   0   1   1   0     0     21    21    21.79   21    -5    3     0     0           0             
2026:08:04  17:49:33  0   0   1   1   0     0     21    21    21.77   21    -5    3     0     0           0             
2026:08:04  17:49:36  0   0   1   1   0     0     21    21    21.75   21    -5    3     0     0           0             
2026:08:04  17:49:39  0   0   1   1   0     0     21    21    21.73   21    -5    3     0     0           0             
2026:08:04  17:49:42  1   0   1   1   0     0     20    22    21.71   21    -5    3     0     1.5         3618.0        
2026:08:04  17:49:45  1   1   1   1   0     0     19    23    21.7    20    -5    3     0     3.0         10854.0       
2026:08:04  17:49:48  1   1   1   1   0     0     18    24    21.69   19    -5    3     0     4.5         21708.0       
2026:08:04  17:49:51  1   1   1   1   0     0     17    25    21.68   18    -5    3     0     6.0         36180.0       
2026:08:04  17:49:54  1   1   1   1   0     0     16    26    21.68   17    -5    3     0     7.5         54270.0       
2026:08:04  17:49:57  1   1   1   1   0     0     15    27    21.68   16    -5    3     0     9.0         75978.0       
2026:08:04  17:50:00  1   1   1   1   0     0     14    28    21.68   15    -5    3     0     10.5        101304.0      
2026:08:04  17:50:03  1   1   1   1   0     0     13    29    21.68   14    -5    3     0     12.0        130248.0      
2026:08:04  17:50:06  0   0   0   0   0     0     14    28    21.68   15    -5    3     0     12.0        130248.0      
2026:08:04  17:50:09  0   0   0   0   0     0     15    27    21.68   16    -5    3     0     12.0        130248.0      
2026:08:04  17:50:12  0   0   0   0   0     0     16    26    21.68   17    -5    3     0     12.0        130248.0      
                                          
Дата        Время     П1  В1  Y1  Y2  Y4    TEN   T1    T2    T3      T4    T5    Mode  Филь  V_In_Summ   Q_Summ        
                                       %     %    °C    °C    °C      °C    °C          тр    м3          Дж            
                                                      
2026:08:04  17:51:34  0   0   0   0   0     0     22    22    21.98   22    -4.0  0     0     0           0             
2026:08:04  17:51:37  0   0   0   0   0     0     21    21    21.96   21    -4.0  3     0     0           0             
2026:08:04  17:51:40  0   0   0   0   0     0     21    21    21.94   21    -4.0  3     0     0           0             
2026:08:04  17:51:43  0   0   0   0   0     0     21    21    21.92   21    -4.0  3     0     0           0             
2026:08:04  17:51:46  0   0   1   1   0     0     21    21    21.9    21    -4.0  3     0     0           0             
2026:08:04  17:51:49  0   0   1   1   0     0     21    21    21.88   21    -4.0  3     0     0           0             
2026:08:04  17:51:52  0   0   1   1   0     0     21    21    21.86   21    -4.0  3     0     0           0             
2026:08:04  17:51:55  0   0   1   1   0     0     21    21    21.84   21    -4.0  3     0     0           0             
2026:08:04  17:51:58  0   0   1   1   0     0     21    21    21.82   21    -4.0  3     0     0           0             
2026:08:04  17:52:01  0   0   1   1   0     0     21    21    21.8    21    -4.0  3     0     0           0             
2026:08:04  17:52:04  0   0   1   1   0     0     21    21    21.78   21    -4.0  3     0     0           0             
2026:08:04  17:52:07  0   0   1   1   0     0     21    21    21.76   21    -4.0  3     0     0           0             
2026:08:04  17:52:10  0   0   1   1   0     0     21    21    21.74   21    -4.0  3     0     0           0             
2026:08:04  17:52:13  1   0   1   1   0     0     20    22    21.72   21    -4.0  3     0     1.5         3618.0        
2026:08:04  17:52:16  1   1   1   1   0     0     19    23    21.71   20    -4.0  3     0     3.0         10854.0       
2026:08:04  17:52:19  1   1   1   1   0     0     18    24    21.7    19    -4.0  3     0     4.5         21708.0       
2026:08:04  17:52:22  1   1   1   1   0     0     17    25    21.69   18    -4.0  3     0     6.0         36180.0       
2026:08:04  17:52:25  1   1   1   1   0     0     16    26    21.69   17    -4.0  3     0     7.5         54270.0       
2026:08:04  17:52:28  1   1   1   1   0     0     15    27    21.69   16    -4.0  3     0     9.0         75978.0       
2026:08:04  17:52:31  1   1   1   1   0     0     14    28    21.69   15    -4.0  3     0     10.5        101304.0      
2026:08:04  17:52:34  1   1   1   1   0     0     13    29    21.7    14    -4.0  3     0     12.0        130248.0      
2026:08:04  17:52:37  1   1   1   1   0     0     12    30    21.7    13    -4.0  3     0     13.5        162810.0      
2026:08:04  17:52:40  1   1   1   1   0     0     11    29    21.71   12    -4.0  3     0     15.0        195372.0      
2026:08:04  17:52:43  0   0   0   0   0     0     12    28    21.71   13    -4.0  3     0     15.0        195372.0      
2026:08:04  17:52:46  0   0   0   0   0     0     13    27    21.71   14    -4.0  3     0     15.0        195372.0      
2026:08:04  17:52:49  0   0   0   0   0     0     14    26    21.71   15    -4.0  3     0     15.0        195372.0      
2026:08:04  17:52:52  0   0   0   0   0     0     15    25    21.7    16    -4.0  3     0     15.0        195372.0      
