                                          
Дата        Время     П1  В1  Y1  Y2  Y4    TEN   T1    T2    T3      T4    T5    Mode  Филь  V_In_Summ   Q_Summ        
2026:08:04  17:11:57  0   0   0   0   0     97    21    21    21.51   21    -5    3     0     0           0             
2026:08:04  17:12:00  0   0   0   0   0     97    21    21    21.49   21    -5    3     0     0           0             
2026:08:04  17:12:03  0   0   0   0   0     97    21    21    21.47   21    -5    3     0     0           0             
2026:08:04  17:12:06  0   0   0   0   0     97    21    21    21.45   21    -5    3     0     0           0             
2026:08:04  17:12:09  0   0   0   0   0     97    21    21    21.43   21    -5    3     0     0           0             
2026:08:04  17:12:12  0   0   0   0   0     97    21    21    21.42   21    -5    3     0     0           0             
2026:08:04  17:12:15  0   0   0   0   0     97    21    21    21.4    21    -5    3     0     0           0             
2026:08:04  17:12:18  0   0   0   0   0     97    21    21    21.38   21    -5    3     0     0           0             
2026:08:04  17:12:21  0   0   0   0   0     97    21    21    21.36   21    -5    3     0     0           0             
2026:08:04  17:12:24  0   0   0   0   0     97    21    21    21.34   21    -5    3     0     0           0             
2026:08:04  17:12:27  0   0   0   0   0     97    21    21    21.32   21    -5    3     0     0           0             
2026:08:04  17:12:30  0   0   0   0   0     97    21    21    21.3    21    -5    3     0     0           0             
2026:08:04  17:12:33  0   0   0   0   0     97    21    21    21.28   21    -5    3     0     0           0             
2026:08:04  17:12:36  0   0   0   0   0     97    21    21    21.26   21    -5    3     0     0           0             
2026:08:04  17:12:39  0   0   0   0   0     97    21    21    21.25   21    -5    3     0     0           0             
2026:08:04  17:12:42  0   0   0   0   0     97    21    21    21.23   21    -5    3     0     0           0             
2026:08:04  17:12:45  0   0   0   0   0     97    21    21    21.21   21    -5    3     0     0           0             
2026:08:04  17:12:48  0   0   0   0   0     97    21    21    21.19   21    -5    3     0     0           0             
2026:08:04  17:12:51  0   0   0   0   0     97    21    21    21.17   21    -5    3     0     0           0             
2026:08:04  17:12:54  0   0   0   0   0     97    21    21    21.15   21    -5    3     0     0           0             
2026:08:04  17:12:57  0   0   0   0   0     97    21    21    21.14   21    -5    3     0     0           0             
2026:08:04  17:13:00  0   0   0   0   0     97    21    21    21.12   21    -5    3     0     0           0             
2026:08:04  17:13:03  0   0   0   0   0     97    21    21    21.1    21    -5    3     0     0           0             
2026:08:04  17:13:06  0   0   0   0   0     97    21    21    21.08   21    -5    3     0     0           0             
2026:08:04  17:13:09  0   0   0   0   0     97    21    21    21.06   21    -5    3     0     0           0             
2026:08:04  17:13:12  0   0   0   0   0     97    21    21    21.05   21    -5    3     0     0           0             
2026:08:04  17:13:15  0   0   0   0   0     97    21    21    21.03   21    -5    3     0     0           0             
2026:08:04  17:13:18  0   0   0   0   0     97    21    21    21.01   21    -5    3     0     0           0             
2026:08:04  17:13:21  0   0   0   0   0     97    21    21    20.99   21    -5    3     0     0           0             
2026:08:04  17:13:24  0   0   0   0   0     97    20    20    20.97   20    -5    3     0     0           0             
2026:08:04  17:13:27  0   0   0   0   0     97    20    20    20.95   20    -5    3     0     0           0             
2026:08:04  17:13:30  0   0   0   0   0     97    20    20    20.93   20    -5    3     0     0           0             
2026:08:04  17:13:33  0   0   0   0   0     97    20    20    20.91   20    -5    3     0     0           0             
2026:08:04  17:13:36  0   0   0   0   0     97    20    20    20.89   20    -5    3     0     0           0             
2026:08:04  17:13:39  0   0   0   0   0     97    20    20    20.87   20    -5    3     0     0           0             
2026:08:04  17:13:42  0   0   0   0   0     97    20    20    20.85   20    -5    3     0     0           0             
2026:08:04  17:13:45  0   0   0   0   0     97    20    20    20.83   20    -5    3     0     0           0             
2026:08:04  17:13:48  0   0   0   0   0     97    20    20    20.81   20    -5    3     0     0           0             
2026:08:04  17:13:51  0   0   0   0   0     97    20    20    20.79   20    -5    3     0     0           0             
2026:08:04  17:13:54  0   0   0   0   0     97    20    20    20.77   20    -5    3     0     0           0             
2026:08:04  17:13:57  0   0   0   0   0     97    20    20    20.75   20    -5    3     0     0           0             
2026:08:04  17:14:00  0   0   0   0   0     97    20    20    20.73   20    -5    3     0     0           0             
2026:08:04  17:14:03  0   0   0   0   0     97    20    20    20.71   20    -5    3     0     0           0             
2026:08:04  17:14:06  0   0   0   0   0     97    20    20    20.69   20    -5    3     0     0           0             
2026:08:04  17:14:09  0   0   0   1   0     97    20    20    20.67   20    -5    3     0     0           0             
2026:08:04  17:14:12  0   0   0   1   0     97    20    20    20.65   20    -5    3     0     0           0             
2026:08:04  17:14:15  0   0   0   1   0     97    20    20    20.63   20    -5    3     0     0           0             
2026:08:04  17:14:18  0   0   0   1   0     97    20    20    20.61   20    -5    3     0     0           0             
2026:08:04  17:14:21  0   0   0   1   0     97    20    20    20.59   20    -5    3     0     0           0             
2026:08:04  17:14:24  0   0   0   1   0     97    20    20    20.58   20    -5    3     0     0           0             
2026:08:04  17:14:27  0   0   0   1   0     97    20    20    20.56   20    -5    3     0     0           0             
2026:08:04  17:14:30  1   0   0   1   0     97    20    20    20.54   20    -5    3     0     0           0.0           
2026:08:04  17:14:33  0   0   0   1   0     97    20    20    20.52   20    -5    3     0     0           0.0           
2026:08:04  17:14:36  0   0   0   1   0     97    20    20    20.5    20    -5    3     0     0           0.0           
2026:08:04  17:14:39  0   0   0   0   0     97    20    20    20.48   20    -5    3     0     0           0.0           
2026:08:04  17:14:42  0   0   0   0   0     97    20    20    20.46   20    -5    3     0     0           0.0           
2026:08:04  17:14:45  0   0   0   0   0     97    20    20    20.44   20    -5    3     0     0           0.0           
2026:08:04  17:14:48  0   0   0   0   0     97    20    20    20.42   20    -5    3     0     0           0.0           
2026:08:04  17:14:51  0   0   0   0   0     97    20    20    20.41   20    -5    3     0     0           0.0           
2026:08:04  17:14:54  0   0   0   1   0     97    20    20    20.39   20    -5    3     0     0           0.0           
2026:08:04  17:14:57  0   0   0   1   0     97    20    20    20.37   20    -5    3     0     0           0.0           
2026:08:04  17:15:00  0   0   0   1   0     97    20    20    20.35   20    -5    3     0     0           0.0           
2026:08:04  17:15:03  0   0   0   1   0     97    20    20    20.33   20    -5    3     0     0           0.0           
2026:08:04  17:15:06  0   0   0   1   0     97    20    20    20.32   20    -5    3     0     0           0.0           
2026:08:04  17:15:09  0   0   0   1   0     97    20    20    20.3    20    -5    3     0     0           0.0           
2026:08:04  17:15:12  0   0   0   1   0     97    20    20    20.28   20    -5    3     0     0           0.0           
2026:08:04  17:15:15  0   0   0   1   0     97    20    20    20.26   20    -5    3     0     0           0.0           
2026:08:04  17:15:18  0   0   0   1   0     97    20    20    20.24   20    -5    3     0     0           0.0           
2026:08:04  17:15:21  1   0   0   1   0     97    20    20    20.23   20    -5    3     0     0           0.0           
2026:08:04  17:15:24  1   1   0   1   0     97    20    20    20.21   20    -5    3     0     0           0.0           
2026:08:04  17:15:27  1   1   0   1   0     97    20    20    20.19   20    -5    3     0     0           0.0           
2026:08:04  17:15:30  1   1   0   1   0     97    20    20    20.17   20    -5    3     0     0           0.0           
2026:08:04  17:15:33  1   1   0   1   0     97    20    20    20.15   20    -5    3     0     0           0.0           
2026:08:04  17:15:36  1   1   0   1   0     97    20    20    20.14   20    -5    3     0     0           0.0           
2026:08:04  17:15:39  1   1   0   1   0     97    20    20    20.12   20    -5    3     0     0           0.0           
2026:08:04  17:15:42  1   1   0   1   0     97    20    20    20.1    20    -5    3     0     0           0.0           
2026:08:04  17:15:45  0   0   0   0   0     97    20    20    20.09   20    -5    3     0     0           0.0           
2026:08:04  17:15:48  0   0   0   0   0     97    20    20    20.07   20    -5    3     0     0           0.0           
                                          
Дата        Время     П1  В1  Y1  Y2  Y4    TEN   T1    T2    T3      T4    T5    Mode  Филь  V_In_Summ   Q_Summ        
                                       %     %    °C    °C    °C      °C    °C          тр    м3          Дж            
                                                      
2026:08:04  17:19:53  0   0   0   0   0     0     22    22    21.98   22    -5    0     0     0           0             
2026:08:04  17:19:56  0   0   0   0   0     97    21    21    21.96   21    -5    3     0     0           0             
2026:08:04  17:19:59  0   0   0   0   0     97    21    21    21.94   21    -5    3     0     0           0             
2026:08:04  17:20:02  0   0   0   0   0     97    21    21    21.92   21    -5    3     0     0           0             
2026:08:04  17:20:05  0   0   0   0   0     97    21    21    21.9    21    -5    3     0     0           0             
2026:08:04  17:20:08  0   0   0   0   0     97    21    21    21.88   21    -5    3     0     0           0             
2026:08:04  17:20:11  0   0   0   0   0     97    21    21    21.86   21    -5    3     0     0           0             
2026:08:04  17:20:14  0   0   0   0   0     97    21    21    21.83   21    -5    3     0     0           0             
2026:08:04  17:20:17  0   0   0   0   0     97    21    21    21.81   21    -5    3     0     0           0             
2026:08:04  17:20:20  0   0   0   0   0     97    21    21    21.79   21    -5    3     0     0           0             
2026:08:04  17:20:23  0   0   0   0   0     97    21    21    21.77   21    -5    3     0     0           0             
2026:08:04  17:20:26  0   0   0   0   0     97    21    21    21.75   21    -5    3     0     0           0             
2026:08:04  17:20:29  0   0   0   0   0     97    21    21    21.73   21    -5    3     0     0           0             
2026:08:04  17:20:32  0   0   0   0   0     97    21    21    21.71   21    -5    3     0     0           0             
2026:08:04  17:20:35  0   0   0   0   0     97    21    21    21.69   21    -5    3     0     0           0             
2026:08:04  17:20:38  0   0   0   1   0     97    21    21    21.67   21    -5    3     0     0           0             
2026:08:04  17:20:41  0   0   0   1   0     97    21    21    21.65   21    -5    3     0     0           0             
2026:08:04  17:20:44  0   0   0   1   0     97    21    21    21.63   21    -5    3     0     0           0             
2026:08:04  17:20:47  0   0   0   1   0     97    21    21    21.61   21    -5    3     0     0           0             
2026:08:04  17:20:50  0   0   0   1   0     97    21    21    21.59   21    -5    3     0     0           0             
2026:08:04  17:20:53  0   0   0   1   0     97    21    21    21.57   21    -5    3     0     0           0             
2026:08:04  17:20:56  0   0   0   1   0     97    21    21    21.55   21    -5    3     0     0           0             
2026:08:04  17:20:59  0   0   0   1   0     97    21    21    21.53   21    -5    3     0     0           0             
2026:08:04  17:21:02  1   0   0   1   0     97    21    21    21.51   21    -5    3     0     0           0.0           
2026:08:04  17:21:05  1   0   0   1   0     97    21    21    21.49   21    -5    3     0     0           0.0           
2026:08:04  17:21:08  1   1   0   1   0     97    21    21    21.47   21    -5    3     0     0           0.0           
2026:08:04  17:21:11  1   1   0   1   0     97    21    21    21.45   21    -5    3     0     0           0.0           
2026:08:04  17:21:14  1   1   0   1   0     97    21    21    21.43   21    -5    3     0     0           0.0           
2026:08:04  17:21:17  1   1   0   1   0     97    21    21    21.42   21    -5    3     0     0           0.0           
2026:08:04  17:21:20  1   1   0   1   0     97    21    21    21.4    21    -5    3     0     0           0.0           
2026:08:04  17:21:23  1   1   0   1   0     97    21    21    21.38   21    -5    3     0     0           0.0           
2026:08:04  17:21:26  1   1   0   1   0     97    21    21    21.36   21    -5    3     0     0           0.0           
2026:08:04  17:21:29  1   1   0   1   0     97    21    21    21.34   21    -5    3     0     0           0.0           
2026:08:04  17:21:32  1   1   0   1   0     97    21    21    21.32   21    -5    3     0     0           0.0           
2026:08:04  17:21:35  1   1   0   1   0     97    21    21    21.3    21    -5    3     0     0           0.0           
2026:08:04  17:21:38  1   1   0   1   0     97    21    21    21.28   21    -5    3     0     0           0.0           
2026:08:04  17:21:41  1   1   0   1   0     97    21    21    21.26   21    -5    3     0     0           0.0           
2026:08:04  17:21:44  1   1   0   1   0     97    21    21    21.25   21    -5    3     0     0           0.0           
2026:08:04  17:21:47  1   1   0   1   0     97    21    21    21.23   21    -5    3     0     0           0.0           
2026:08:04  17:21:50  1   1   0   1   0     97    21    21    21.21   21    -5    3     0     0           0.0           
2026:08:04  17:21:53  1   1   0   1   0     97    21    21    21.19   21    -5    3     0     0           0.0           
2026:08:04  17:21:56  1   1   0   1   0     97    21    21    21.17   21    -5    3     0     0           0.0           
2026:08:04  17:21:59  0   0   0   0   0     97    21    21    21.15   21    -5    3     0     0           0.0           
2026:08:04  17:22:02  0   0   0   0   0     97    21    21    21.14   21    -5    3     0     0           0.0           
2026:08:04  17:22:05  0   0   0   0   0     97    21    21    21.12   21    -5    3     0     0           0.0           
2026:08:04  17:22:08  0   0   0   0   0     97    21    21    21.1    21    -5    3     0     0           0.0           
2026:08:04  17:22:11  0   0   0   0   0     97    21    21    21.08   21    -5    3     0     0           0.0           
2026:08:04  17:22:14  0   0   0   0   0     97    21    21    21.06   21    -5    3     0     0           0.0           
2026:08:04  17:22:17  0   0   0   0   0     97    21    21    21.05   21    -5    3     0     0           0.0           
2026:08:04  17:22:20  0   0   0   0   0     97    21    21    21.03   21    -5    3     0     0           0.0           
2026:08:04  17:22:23  0   0   0   0   0     97    21    21    21.01   21    -5    3     0     0           0.0           
2026:08:04  17:22:26  0   0   0   0   0     97    21    21    20.99   21    -5    3     0     0           0.0           
2026:08:04  17:22:29  0   0   0   0   0     97    20    20    20.97   20    -5    3     0     0           0.0           
2026:08:04  17:22:32  0   0   0   0   0     97    20    20    20.95   20    -5    3     0     0           0.0           
2026:08:04  17:22:35  0   0   0   0   0     97    20    20    20.93   20    -5    3     0     0           0.0           
2026:08:04  17:22:38  0   0   0   0   0     97    20    20    20.91   20    -5    3     0     0           0.0           
2026:08:04  17:22:41  0   0   0   0   0     97    20    20    20.89   20    -5    3     0     0           0.0           
2026:08:04  17:22:44  0   0   0   0   0     97    20    20    20.87   20    -5    3     0     0           0.0           
2026:08:04  17:22:47  0   0   0   0   0     97    20    20    20.85   20    -5    3     0     0           0.0           
2026:08:04  17:22:50  0   0   0   0   0     97    20    20    20.83   20    -5    3     0     0           0.0           
                                          
Дата        Время     П1  В1  Y1  Y2  Y4    TEN   T1    T2    T3      T4    T5    Mode  Филь  V_In_Summ   Q_Summ        
                                       %     %    °C    °C    °C      °C    °C          тр    м3          Дж            
                                                      
2026:08:04  17:25:01  0   0   0   0   0     0     22    22    21.98   22    -5    0     0     0           0             
2026:08:04  17:25:04  0   0   0   0   0     97    21    21    21.96   21    -5    3     0     0           0             
2026:08:04  17:25:07  0   0   0   0   0     97    21    21    21.94   21    -5    3     0     0           0             
2026:08:04  17:25:10  0   0   0   0   0     97    21    21    21.92   21    -5    3     0     0           0             
2026:08:04  17:25:13  0   0   0   1   0     97    21    21    21.9    21    -5    3     0     0           0             
2026:08:04  17:25:16  0   0   0   1   0     97    21    21    21.88   21    -5    3     0     0           0             
2026:08:04  17:25:19  0   0   0   1   0     97    21    21    21.86   21    -5    3     0     0           0             
2026:08:04  17:25:22  0   0   0   1   0     97    21    21    21.83   21    -5    3     0     0           0             
2026:08:04  17:25:25  0   0   0   1   0     97    21    21    21.81   21    -5    3     0     0           0             
2026:08:04  17:25:28  0   0   0   1   0     97    21    21    21.79   21    -5    3     0     0           0             
2026:08:04  17:25:31  0   0   0   1   0     97    21    21    21.77   21    -5    3     0     0           0             
2026:08:04  17:25:34  1   0   0   1   0     97    21    21    21.75   21    -5    3     0     0           0.0           
2026:08:04  17:25:37  1   0   0   1   0     97    21    21    21.73   21    -5    3     0     0           0.0           
2026:08:04  17:25:40  1   1   0   1   0     97    21    21    21.71   21    -5    3     0     0           0.0           
2026:08:04  17:25:43  1   1   0   1   0     97    21    21    21.69   21    -5    3     0     0           0.0           
2026:08:04  17:25:46  1   1   0   1   0     97    21    21    21.67   21    -5    3     0     0           0.0           
2026:08:04  17:25:49  1   1   0   1   0     97    21    21    21.65   21    -5    3     0     0           0.0           
2026:08:04  17:25:52  1   1   0   1   0     97    21    21    21.63   21    -5    3     0     0           0.0           
2026:08:04  17:25:55  1   1   0   1   0     97    21    21    21.61   21    -5    3     0     0           0.0           
2026:08:04  17:25:58  1   1   0   1   0     97    21    21    21.59   21    -5    3     0     0           0.0           
2026:08:04  17:26:01  1   1   0   1   0     97    21    21    21.57   21    -5    3     0     0           0.0           
2026:08:04  17:26:04  1   1   0   1   0     97    21    21    21.55   21    -5    3     0     0           0.0           
2026:08:04  17:26:07  1   1   0   1   0     97    21    21    21.53   21    -5    3     0     0           0.0           
2026:08:04  17:26:45  1   1   0   1   0     97    21    21    21.51   21    -5    3     0     0           0.0           
2026:08:04  17:26:45  1   1   0   1   0     97    21    21    21.49   21    -5    3     0     0           0.0           
2026:08:04  17:26:48  1   1   0   1   0     97    21    21    21.47   21    -5    3     0     0           0.0           
2026:08:04  17:26:51  0   0   0   1   0     97    21    21    21.45   21    -5    3     0     0           0.0           
2026:08:04  17:26:54  0   0   0   1   0     97    21    21    21.43   21    -5    3     0     0           0.0           
2026:08:04  17:26:57  0   0   0   1   0     97    21    21    21.42   21    -5    3     0     0           0.0           
2026:08:04  17:27:00  0   0   0   1   0     97    21    21    21.4    21    -5    3     0     0           0.0           
2026:08:04  17:27:03  0   0   0   1   0     97    21    21    21.38   21    -5    3     0     0           0.0           
2026:08:04  17:27:06  0   0   0   1   0     97    21    21    21.36   21    -5    3     0     0           0.0           
2026:08:04  17:27:09  1   0   0   1   0     97    21    21    21.34   21    -5    3     0     0           0.0           
2026:08:04  17:27:12  1   0   0   1   0     97    21    21    21.32   21    -5    3     0     0           0.0           
2026:08:04  17:27:15  1   0   0   1   0     97    21    21    21.3    21    -5    3     0     0           0.0           
2026:08:04  17:27:18  1   0   0   1   0     97    21    21    21.28   21    -5    3     0     0           0.0           
2026:08:04  17:27:21  1   1   0   1   0     97    21    21    21.26   21    -5    3     0     0           0.0           
2026:08:04  17:27:24  1   1   0   1   0     97    21    21    21.25   21    -5    3     0     0           0.0           
2026:08:04  17:27:27  1   1   0   1   0     97    21    21    21.23   21    -5    3     0     0           0.0           
2026:08:04  17:27:30  1   1   0   1   0     97    21    21    21.21   21    -5    3     0     0           0.0           
2026:08:04  17:27:33  1   1   0   1   0     97    21    21    21.19   21    -5    3     0     0           0.0           
2026:08:04  17:27:36  1   1   0   1   0     97    21    21    21.17   21    -5    3     0     0           0.0           
2026:08:04  17:27:39  1   1   0   1   0     97    21    21    21.15   21    -5    3     0     0           0.0           
2026:08:04  17:27:42  1   1   0   1   0     97    21    21    21.14   21    -5    3     0     0           0.0           
2026:08:04  17:27:45  1   1   0   1   0     97    21    21    21.12   21    -5    3     0     0           0.0           
2026:08:04  17:27:48  1   1   0   1   0     97    21    21    21.1    21    -5    3     0     0           0.0           
2026:08:04  17:27:51  1   1   0   1   0     97    21    21    21.08   21    -5    3     0     0           0.0           
2026:08:04  17:27:54  1   1   0   1   0     97    21    21    21.06   21    -5    3     0     0           0.0           
2026:08:04  17:27:57  1   1   0   1   0     97    21    21    21.05   21    -5    3     0     0           0.0           
2026:08:04  17:28:00  1   1   0   1   0     97    21    21    21.03   21    -5    3     0     0           0.0           
2026:08:04  17:28:03  1   1   0   1   0     97    21    21    21.01   21    -5    3     0     0           0.0           
2026:08:04  17:28:06  1   1   0   1   0     97    21    21    20.99   21    -5    3     0     0           0.0           
2026:08:04  17:28:09  1   1   0   1   0     97    20    20    20.97   20    -5    3     0     0           0.0           
2026:08:04  17:28:12  1   1   0   1   0     97    20    20    20.95   20    -5    3     0     0           0.0           
2026:08:04  17:28:15  1   1   0   1   0     97    20    20    20.93   20    -5    3     0     0           0.0           
2026:08:04  17:28:18  1   1   0   1   0     97    20    20    20.91   20    -5    3     0     0           0.0           
2026:08:04  17:28:21  1   1   0   1   0     97    20    20    20.89   20    -5    3     0     0           0.0           
2026:08:04  17:28:24  1   1   0   1   0     97    20    20    20.87   20    -5    3     0     0           0.0           
2026:08:04  17:28:27  1   1   0   1   0     97    20    20    20.85   20    -5    3     0     0           0.0           
2026:08:04  17:28:30  1   1   0   1   0     97    20    20    20.83   20    -5    3     0     0           0.0           
2026:08:04  17:28:33  1   1   0   1   0     97    20    20    20.81   20    -5    3     0     0           0.0           
2026:08:04  17:28:36  1   1   0   1   0     97    20    20    20.79   20    -5    3     0     0           0.0           
2026:08:04  17:28:39  1   1   0   1   0     97    20    20    20.77   20    -5    3     0     0           0.0           
2026:08:04  17:28:42  1   1   0   1   0     97    20    20    20.75   20    -5    3     0     0           0.0           
2026:08:04  17:28:45  1   1   0   1   0     97    20    20    20.73   20    -5    3     0     0           0.0           
2026:08:04  17:28:48  1   1   0   1   0     97    20    20    20.71   20    -5    3     0     0           0.0           
2026:08:04  17:28:51  1   1   0   1   0     97    20    20    20.69   20    -5    3     0     0           0.0           
2026:08:04  17:28:54  1   1   0   1   0     97    20    20    20.67   20    -5    3     0     0           0.0           
2026:08:04  17:28:57  1   1   0   1   0     97    20    20    20.65   20    -5    3     0     0           0.0           
2026:08:04  17:29:00  1   1   0   1   0     97    20    20    20.63   20    -5    3     0     0           0.0           
2026:08:04  17:29:03  1   1   0   1   0     97    20    20    20.61   20    -5    3     0     0           0.0           
2026:08:04  17:29:06  1   1   0   1   0     97    20    20    20.59   20    -5    3     0     0           0.0           
2026:08:04  17:29:09  1   1   0   1   0     97    20    20    20.58   20    -5    3     0     0           0.0           
2026:08:04  17:29:12  1   1   0   1   0     97    20    20    20.56   20    -5    3     0     0           0.0           
2026:08:04  17:29:15  1   1   0   1   0     97    20    20    20.54   20    -5    3     0     0           0.0           
2026:08:04  17:29:18  1   1   0   1   0     97    20    20    20.52   20    -5    3     0     0           0.0           
2026:08:04  17:29:21  1   1   0   1   0     97    20    20    20.5    20    -5    3     0     0           0.0           
2026:08:04  17:29:24  1   1   0   1   0     97    20    20    20.48   20    -5    3     0     0           0.0           
2026:08:04  17:29:27  1   1   0   1   0     97    20    20    20.46   20    -5    3     0     0           0.0           
2026:08:04  17:29:30  1   1   0   1   0     97    20    20    20.44   20    -5    3     0     0           0.0           
2026:08:04  17:29:33  1   1   0   1   0     97    20    20    20.42   20    -5    3     0     0           0.0           
2026:08:04  17:29:36  1   1   0   1   0     97    20    20    20.41   20    -5    3     0     0           0.0           
2026:08:04  17:29:39  1   1   0   1   0     97    20    20    20.39   20    -5    3     0     0           0.0           
2026:08:04  17:29:42  1   1   0   1   0     97    20    20    20.37   20    -5    3     0     0           0.0           
2026:08:04  17:29:45  1   1   0   1   0     97    20    20    20.35   20    -5    3     0     0           0.0           
2026:08:04  17:29:48  1   1   0   1   0     97    20    20    20.33   20    -5    3     0     0           0.0           
2026:08:04  17:29:51  1   1   0   1   0     97    20    20    20.32   20    -5    3     0     0           0.0           
2026:08:04  17:29:54  1   1   0   1   0     97    20    20    20.3    20    -5    3     0     0           0.0           
2026:08:04  17:29:57  1   1   0   1   0     97    20    20    20.28   20    -5    3     0     0           0.0           
2026:08:04  17:30:00  1   1   0   1   0     97    20    20    20.26   20    -5    3     0     0           0.0           
2026:08:04  17:30:03  1   1   0   1   0     97    20    20    20.24   20    -5    3     0     0           0.0           
2026:08:04  17:30:06  1   1   0   1   0     97    20    20    20.23   20    -5    3     0     0           0.0           
2026:08:04  17:30:09  1   1   0   1   0     97    20    20    20.21   20    -5    3     0     0           0.0           
2026:08:04  17:30:12  1   1   0   1   0     97    20    20    20.19   20    -5    3     0     0           0.0           
2026:08:04  17:30:15  1   1   0   1   0     97    20    20    20.17   20    -5    3     0     0           0.0           
2026:08:04  17:30:18  1   1   0   1   0     97    20    20    20.15   20    -5    3     0     0           0.0           
2026:08:04  17:30:21  1   1   0   1   0     97    20    20    20.14   20    -5    3     0     0           0.0           
2026:08:04  17:30:24  1   1   0   1   0     97    20    20    20.12   20    -5    3     0     0           0.0           
2026:08:04  17:30:27  1   1   0   1   0     97    20    20    20.1    20    -5    3     0     0           0.0           
2026:08:04  17:30:30  1   1   0   1   0     97    20    20    20.09   20    -5    3     0     0           0.0           
2026:08:04  17:30:33  1   1   0   1   0     97    20    20    20.07   20    -5    3     0     0           0.0           
2026:08:04  17:30:36  1   1   0   1   0     97    20    20    20.05   20    -5    3     0     0           0.0           
2026:08:04  17:30:39  1   1   0   1   0     97    20    20    20.03   20    -5    3     0     0           0.0           
2026:08:04  17:30:42  1   1   0   1   0     97    20    20    20.02   20    -5    3     0     0           0.0           
2026:08:04  17:30:45  1   1   0   1   0     97    20    20    20.0    20    -5    3     0     0           0.0           
2026:08:04  17:30:48  1   1   0   1   0     97    19    19    19.98   19    -5    3     0     0           0.0           
2026:08:04  17:30:51  1   1   0   1   0     97    19    19    19.96   19    -5    3     0     0           0.0           
2026:08:04  17:30:54  1   1   0   1   0     97    19    19    19.94   19    -5    3     0     0           0.0           
2026:08:04  17:30:57  1   1   0   1   0     97    19    19    19.92   19    -5    3     0     0           0.0           
2026:08:04  17:31:00  1   1   0   1   0     97    19    19    19.9    19    -5    3     0     0           0.0           
2026:08:04  17:31:03  1   1   0   1   0     97    19    19    19.88   19    -5    3     0     0           0.0           
2026:08:04  17:31:06  1   1   0   1   0     97    19    19    19.86   19    -5    3     0     0           0.0           
2026:08:04  17:31:09  1   1   0   1   0     97    19    19    19.84   19    -5    3     0     0           0.0           
2026:08:04  17:31:12  1   1   0   1   0     97    19    19    19.82   19    -5    3     0     0           0.0           
2026:08:04  17:31:15  1   1   0   1   0     97    19    19    19.8    19    -5    3     0     0           0.0           
2026:08:04  17:31:18  1   1   0   1   0     97    19    19    19.78   19    -5    3     0     0           0.0           
